condition,episode_index,step,previous_hold_depth,target_correction_l2,target_vs_stale_target_l2
low_discrepancy_linear,1,13,2,0.483602870339795,0.483602870339795
low_discrepancy_linear,1,15,1,0.04463158050157093,0.04463158050157093
low_discrepancy_linear,1,18,2,0.15397793535989765,0.15397793535989765
low_discrepancy_linear,1,20,1,0.1899723642786514,0.1899723642786514
low_discrepancy_linear,1,23,2,0.5573324496033948,0.5573324496033948
low_discrepancy_linear,1,25,1,0.3998713985017121,0.3998713985017121
low_discrepancy_linear,1,28,2,0.5220183674318737,0.5220183674318737
low_discrepancy_linear,1,30,1,0.25838689367203943,0.25838689367203943
low_discrepancy_linear,1,33,2,0.813240346349013,0.813240346349013
low_discrepancy_linear,1,35,1,0.196755791522086,0.196755791522086
low_discrepancy_linear,1,38,2,0.23615124628068054,0.23615124628068054
low_discrepancy_linear,1,40,1,0.6490967434299741,0.6490967434299741
low_discrepancy_linear,1,43,2,0.7442311459419059,0.7442311459419059
low_discrepancy_linear,1,45,1,0.36802147732877355,0.36802147732877355
low_discrepancy_linear,1,48,2,0.08828558251206926,0.08828558251206926
low_discrepancy_linear,1,50,1,0.09097925243965739,0.09097925243965739
low_discrepancy_linear,1,53,2,0.1429567759658641,0.1429567759658641
low_discrepancy_linear,1,55,1,0.14618105232916828,0.14618105232916828
low_discrepancy_linear,1,58,2,0.11442876829103855,0.11442876829103855
low_discrepancy_linear,1,60,1,0.0,0.0
low_discrepancy_linear,1,63,2,0.5260660481651533,0.5260660481651533
low_discrepancy_linear,1,65,1,0.3256962372040721,0.3256962372040721
low_discrepancy_linear,1,68,2,0.29591578047821804,0.29591578047821804
low_discrepancy_linear,1,70,1,0.16624106006087194,0.16624106006087194
low_discrepancy_linear,1,73,2,0.6839569132483646,0.6839569132483646
low_discrepancy_linear,1,75,1,0.0880149508263435,0.0880149508263435
low_discrepancy_linear,1,78,2,0.6186225858718369,0.6186225858718369
low_discrepancy_linear,1,80,1,0.46220416761498095,0.46220416761498095
low_discrepancy_linear,1,83,2,0.5514190776192539,0.5514190776192539
low_discrepancy_linear,1,85,1,0.2816283936645391,0.2816283936645391
low_discrepancy_linear,1,88,2,0.4511272476310729,0.4511272476310729
low_discrepancy_linear,1,90,1,0.05008804056496494,0.05008804056496494
low_discrepancy_linear,2,3,2,0.3674102042966285,0.3674102042966285
low_discrepancy_linear,2,5,1,0.2670942195878411,0.2670942195878411
low_discrepancy_linear,2,8,2,0.1872739923438914,0.1872739923438914
low_discrepancy_linear,2,10,1,0.08494790962108528,0.08494790962108528
low_discrepancy_linear,2,13,2,0.1310479173707725,0.1310479173707725
low_discrepancy_linear,2,15,1,0.41872688532170066,0.41872688532170066
low_discrepancy_linear,2,18,2,0.5730363749585989,0.5730363749585989
low_discrepancy_linear,2,20,1,0.6464958974439565,0.6464958974439565
low_discrepancy_linear,2,23,2,0.4156380751872942,0.4156380751872942
low_discrepancy_linear,2,25,1,0.07922168876392209,0.07922168876392209
low_discrepancy_linear,2,28,2,0.2433322959418229,0.2433322959418229
low_discrepancy_linear,2,30,1,0.19926890084654003,0.19926890084654003
low_discrepancy_linear,2,33,2,0.060810645547141925,0.060810645547141925
low_discrepancy_linear,2,35,1,0.2854231636915703,0.2854231636915703
low_discrepancy_linear,2,38,2,0.796886330485994,0.796886330485994
low_discrepancy_linear,2,40,1,0.2986541812021394,0.2986541812021394
low_discrepancy_linear,2,43,2,0.12937019356379612,0.12937019356379612
low_discrepancy_linear,2,45,1,0.14511028388873332,0.14511028388873332
low_discrepancy_linear,2,48,2,0.6117275395478329,0.6117275395478329
low_discrepancy_linear,2,50,1,0.1377017505038839,0.1377017505038839
low_discrepancy_linear,2,53,2,0.2874934959743988,0.2874934959743988
low_discrepancy_linear,2,55,1,0.28463773096447353,0.28463773096447353
low_discrepancy_linear,2,58,2,0.2867175762548156,0.2867175762548156
low_discrepancy_linear,2,60,1,0.14255698570917402,0.14255698570917402
low_discrepancy_linear,2,63,2,0.28946789514272725,0.28946789514272725
low_discrepancy_linear,2,65,1,0.17373861678959016,0.17373861678959016
low_discrepancy_linear,2,68,2,0.17470486384153724,0.17470486384153724
low_discrepancy_linear,2,70,1,0.3865436599236317,0.3865436599236317
low_discrepancy_linear,2,73,2,0.9950983456067577,0.9950983456067577
low_discrepancy_linear,2,75,1,0.0,0.0
low_discrepancy_linear,2,78,2,0.6651452685783875,0.6651452685783875
low_discrepancy_linear,2,80,1,0.09233317874288338,0.09233317874288338
low_discrepancy_linear,3,3,2,0.0,0.0
low_discrepancy_linear,3,5,1,0.0,0.0
low_discrepancy_linear,3,8,2,0.47384427890896147,0.47384427890896147
low_discrepancy_linear,3,10,1,0.47384427890896147,0.47384427890896147
low_discrepancy_linear,3,13,2,0.0,0.0
low_discrepancy_linear,3,15,1,0.428891975517678,0.428891975517678
low_discrepancy_linear,3,18,2,0.20333668883608574,0.20333668883608574
low_discrepancy_linear,3,20,1,0.35329593355894795,0.35329593355894795
low_discrepancy_linear,3,23,2,0.24430483898681687,0.24430483898681687
low_discrepancy_linear,3,25,1,0.19544232440032858,0.19544232440032858
low_discrepancy_linear,3,28,2,0.2673829050681991,0.2673829050681991
low_discrepancy_linear,3,30,1,0.20531195314181214,0.20531195314181214
low_discrepancy_linear,3,33,2,0.5564547606325292,0.5564547606325292
low_discrepancy_linear,3,35,1,0.21050555458664386,0.21050555458664386
low_discrepancy_linear,3,38,2,0.3648777332228012,0.3648777332228012
low_discrepancy_linear,3,40,1,0.09122649598891391,0.09122649598891391
low_discrepancy_linear,3,43,2,0.09367389220220057,0.09367389220220057
low_discrepancy_linear,3,45,1,0.33986723775208355,0.33986723775208355
low_discrepancy_linear,3,48,2,0.4964934303337177,0.4964934303337177
low_discrepancy_linear,3,50,1,0.0,0.0
low_discrepancy_linear,3,53,2,0.6317830600570998,0.6317830600570998
low_discrepancy_linear,3,55,1,0.04313176865019145,0.04313176865019145
low_discrepancy_linear,3,58,2,0.0,0.0
low_discrepancy_linear,3,60,1,0.053065279256753355,0.053065279256753355
low_discrepancy_linear,3,63,2,0.0012941176400465132,0.0012941176400465132
low_discrepancy_linear,3,65,1,0.1414887064055671,0.1414887064055671
low_discrepancy_linear,3,68,2,0.07738042249321098,0.07738042249321098
low_discrepancy_linear,3,70,1,0.06598739483777205,0.06598739483777205
low_discrepancy_linear,3,73,2,0.19137116821096217,0.19137116821096217
low_discrepancy_linear,3,75,1,0.1567942988835831,0.1567942988835831
low_discrepancy_linear,3,78,2,0.22366463887295265,0.22366463887295265
low_discrepancy_linear,3,80,1,0.15175824489511835,0.15175824489511835
low_discrepancy_linear,3,83,2,0.10983721831872437,0.10983721831872437
low_discrepancy_linear,3,85,1,0.12864273774572832,0.12864273774572832
low_discrepancy_linear,3,88,2,0.22744376296287952,0.22744376296287952
low_discrepancy_linear,3,90,1,0.3049183806559917,0.3049183806559917
low_discrepancy_linear,3,93,2,0.7195904196062743,0.7195904196062743
low_discrepancy_linear,3,95,1,0.2659805451463673,0.2659805451463673
low_discrepancy_linear,3,98,2,0.18237608607001682,0.18237608607001682
low_discrepancy_linear,3,100,1,0.20698577974973895,0.20698577974973895
low_discrepancy_linear,3,103,2,0.3049156793453015,0.3049156793453015
low_discrepancy_linear,3,105,1,0.1747191364749881,0.1747191364749881
low_discrepancy_linear,3,108,2,0.9002836669529773,0.9002836669529773
low_discrepancy_linear,3,110,1,0.6932566197495124,0.6932566197495124
low_discrepancy_linear,3,113,2,0.28552899853433705,0.28552899853433705
low_discrepancy_linear,3,115,1,0.3994889553609665,0.3994889553609665
low_discrepancy_linear,3,118,2,0.24096941125363894,0.24096941125363894
low_discrepancy_linear,4,3,2,0.5712349798979748,0.5712349798979748
low_discrepancy_linear,4,5,1,0.025264220976769565,0.025264220976769565
low_discrepancy_linear,4,8,2,0.16044719458336157,0.16044719458336157
low_discrepancy_linear,4,10,1,0.05978277996334601,0.05978277996334601
low_discrepancy_linear,4,13,2,0.3937101784103543,0.3937101784103543
low_discrepancy_linear,4,15,1,0.13810690558539224,0.13810690558539224
low_discrepancy_linear,4,18,2,0.5594431638970928,0.5594431638970928
low_discrepancy_linear,4,20,1,0.7022281205563975,0.7022281205563975
low_discrepancy_linear,4,23,2,0.33600192965822673,0.33600192965822673
low_discrepancy_linear,4,25,1,0.09117028576837875,0.09117028576837875
low_discrepancy_linear,4,28,2,0.10612831223706587,0.10612831223706587
low_discrepancy_linear,4,30,1,0.30130955497936146,0.30130955497936146
low_discrepancy_linear,4,33,2,0.4253776989526518,0.4253776989526518
low_discrepancy_linear,4,35,1,0.30703263124678903,0.30703263124678903
low_discrepancy_linear,4,38,2,0.28992771653820065,0.28992771653820065
low_discrepancy_linear,4,40,1,0.5976347139698318,0.5976347139698318
low_discrepancy_linear,4,43,2,0.3788098420315611,0.3788098420315611
low_discrepancy_linear,4,45,1,0.22363679920440033,0.22363679920440033
low_discrepancy_linear,4,48,2,0.22075013241054461,0.22075013241054461
low_discrepancy_linear,4,50,1,0.003008403263840026,0.003008403263840026
low_discrepancy_linear,4,53,2,0.27199999736071345,0.27199999736071345
low_discrepancy_linear,4,55,1,0.2802797460070186,0.2802797460070186
low_discrepancy_linear,4,58,2,0.3157135518200942,0.3157135518200942
low_discrepancy_linear,4,60,1,0.08609566048447384,0.08609566048447384
low_discrepancy_linear,4,63,2,0.42991583727404564,0.42991583727404564
low_discrepancy_linear,4,65,1,0.20423858172227236,0.20423858172227236
low_discrepancy_linear,4,68,2,0.44542813750265037,0.44542813750265037
low_discrepancy_linear,4,70,1,0.2083457308741975,0.2083457308741975
low_discrepancy_linear,4,73,2,0.8601623681602196,0.8601623681602196
low_discrepancy_linear,4,75,1,0.29698599401308795,0.29698599401308795
low_discrepancy_linear,4,78,2,0.46181988324927414,0.46181988324927414
low_discrepancy_linear,4,80,1,0.015212016137918347,0.015212016137918347
low_discrepancy_linear,5,3,2,0.4554817263550597,0.4554817263550597
low_discrepancy_linear,5,5,1,0.7418377047860922,0.7418377047860922
low_discrepancy_linear,5,8,2,0.09108659202512079,0.09108659202512079
low_discrepancy_linear,5,10,1,0.11871236603302998,0.11871236603302998
low_discrepancy_linear,5,13,2,0.010053520072590041,0.010053520072590041
low_discrepancy_linear,5,15,1,0.23098574929865878,0.23098574929865878
low_discrepancy_linear,5,18,2,0.4542719134423301,0.4542719134423301
low_discrepancy_linear,5,20,1,0.1679634253334761,0.1679634253334761
low_discrepancy_linear,5,23,2,0.6600972508192063,0.6600972508192063
low_discrepancy_linear,5,25,1,0.30861409496967374,0.30861409496967374
low_discrepancy_linear,5,28,2,0.21025906910398734,0.21025906910398734
low_discrepancy_linear,5,30,1,0.21090927333454484,0.21090927333454484
low_discrepancy_linear,5,33,2,0.17807441167777555,0.17807441167777555
low_discrepancy_linear,5,35,1,0.48001337782219344,0.48001337782219344
low_discrepancy_linear,5,38,2,0.11670261208551887,0.11670261208551887
low_discrepancy_linear,5,40,1,0.05449795114844295,0.05449795114844295
low_discrepancy_linear,5,43,2,0.10970293212042553,0.10970293212042553
low_discrepancy_linear,5,45,1,0.6939649994763982,0.6939649994763982
low_discrepancy_linear,5,48,2,0.5264996441903015,0.5264996441903015
low_discrepancy_linear,5,50,1,0.3000460136971609,0.3000460136971609
low_discrepancy_linear,5,53,2,0.26829445776119704,0.26829445776119704
low_discrepancy_linear,5,55,1,0.3942096584411024,0.3942096584411024
low_discrepancy_linear,5,58,2,0.45472124491408933,0.45472124491408933
low_discrepancy_linear,5,60,1,0.11153001923569136,0.11153001923569136
low_discrepancy_linear,5,63,2,0.08979775055783941,0.08979775055783941
low_discrepancy_linear,5,65,1,0.2507616969677092,0.2507616969677092
low_discrepancy_linear,5,68,2,0.507459004029395,0.507459004029395
low_discrepancy_linear,5,70,1,0.39743103953609143,0.39743103953609143
low_discrepancy_linear,5,73,2,0.15819419584586258,0.15819419584586258
low_discrepancy_linear,5,75,1,0.4792254639303264,0.4792254639303264
low_discrepancy_linear,5,78,2,0.7687942938035345,0.7687942938035345
low_discrepancy_linear,5,80,1,0.16663193167313595,0.16663193167313595
low_discrepancy_linear,5,83,2,0.21728142344273652,0.21728142344273652
low_discrepancy_linear,5,85,1,0.12741556273933205,0.12741556273933205
low_discrepancy_linear,5,88,2,0.9870362841401439,0.9870362841401439
low_discrepancy_linear,5,90,1,0.06801015409765672,0.06801015409765672
low_discrepancy_linear,5,93,2,0.0015042016319199991,0.0015042016319199991
low_discrepancy_linear,5,95,1,0.18552641306701495,0.18552641306701495
low_discrepancy_linear,5,98,2,0.10228747905832357,0.10228747905832357
low_discrepancy_linear,5,100,1,0.07671183607917721,0.07671183607917721
low_discrepancy_linear,5,103,2,0.02070588224074421,0.02070588224074421
low_discrepancy_linear,5,105,1,0.33145761157076253,0.33145761157076253
low_discrepancy_linear,5,108,2,1.0779411874917457,1.0779411874917457
low_discrepancy_linear,5,110,1,0.7312592091992514,0.7312592091992514
low_discrepancy_linear,5,113,2,0.24058054810551116,0.24058054810551116
low_discrepancy_linear,5,115,1,0.2032856060420917,0.2032856060420917
low_discrepancy_linear,5,118,2,0.08336121259757331,0.08336121259757331
low_discrepancy_linear,5,120,1,0.06842941917674603,0.06842941917674603
low_discrepancy_linear,5,123,2,0.0660000834692071,0.0660000834692071
low_discrepancy_linear,5,125,1,0.14700225746990053,0.14700225746990053
low_discrepancy_linear,5,128,2,0.1767338629935013,0.1767338629935013
low_discrepancy_linear,5,130,1,0.38004717299980123,0.38004717299980123
low_discrepancy_linear,5,133,2,0.20162181426414824,0.20162181426414824
low_discrepancy_linear,5,135,1,0.6476089146660475,0.6476089146660475
low_discrepancy_linear,5,138,2,0.16774808649522577,0.16774808649522577
low_discrepancy_linear,5,140,1,0.6633644075651871,0.6633644075651871
low_discrepancy_linear,5,143,2,0.0796151977704302,0.0796151977704302
low_discrepancy_linear,5,145,1,1.0350847861766377,1.0350847861766377
low_discrepancy_linear,5,148,2,0.34829665259757997,0.34829665259757997
low_discrepancy_linear,5,150,1,0.31917929286360924,0.31917929286360924
low_discrepancy_linear,5,153,2,0.8728189108354916,0.8728189108354916
low_discrepancy_linear,5,155,1,0.07792728413252992,0.07792728413252992
low_discrepancy_linear,5,158,2,0.4415407186317812,0.4415407186317812
low_discrepancy_linear,5,160,1,0.060560807903191884,0.060560807903191884
low_discrepancy_linear,5,163,2,0.18663091998369366,0.18663091998369366
low_discrepancy_linear,5,165,1,0.2510642298134494,0.2510642298134494
low_discrepancy_linear,5,168,2,1.4354417580879946,1.4354417580879946
low_discrepancy_linear,5,170,1,0.0680446084208839,0.0680446084208839
low_discrepancy_linear,5,173,2,1.5136425383940426,1.5136425383940426
low_discrepancy_linear,5,175,1,0.2874771601796811,0.2874771601796811
low_discrepancy_linear,5,178,2,0.2874771601796811,0.2874771601796811
low_discrepancy_linear,5,180,1,0.2938609532564164,0.2938609532564164
low_discrepancy_linear,5,183,2,0.0,0.0
low_discrepancy_linear,5,185,1,1.1906721570350707,1.1906721570350707
low_discrepancy_linear,5,188,2,1.3911240566005825,1.3911240566005825
low_discrepancy_linear,5,190,1,0.0,0.0
low_discrepancy_linear,5,193,2,1.447656651052733,1.447656651052733
low_discrepancy_linear,5,195,1,0.2157412439220411,0.2157412439220411
low_discrepancy_linear,5,198,2,1.0610644567875906,1.0610644567875906
low_discrepancy_linear,5,200,1,0.14973275364808827,0.14973275364808827
low_discrepancy_linear,5,203,2,0.1280360201281155,0.1280360201281155
low_discrepancy_linear,5,205,1,0.4680049011972582,0.4680049011972582
low_discrepancy_linear,5,208,2,0.31799205133687486,0.31799205133687486
low_discrepancy_linear,5,210,1,0.33674175518889443,0.33674175518889443
low_discrepancy_linear,5,213,2,1.388933162260325,1.388933162260325
low_discrepancy_linear,5,215,1,0.9484590108237949,0.9484590108237949
low_discrepancy_linear,5,218,2,0.2122344530384492,0.2122344530384492
low_discrepancy_linear,6,3,2,0.4746395013253612,0.4746395013253612
low_discrepancy_linear,6,5,1,0.030919846975892652,0.030919846975892652
low_discrepancy_linear,6,8,2,0.08763888894872736,0.08763888894872736
low_discrepancy_linear,6,10,1,0.1270752498267074,0.1270752498267074
low_discrepancy_linear,6,13,2,0.1692219035989765,0.1692219035989765
low_discrepancy_linear,6,15,1,0.3210190032307637,0.3210190032307637
low_discrepancy_linear,6,18,2,0.5274562936292518,0.5274562936292518
low_discrepancy_linear,6,20,1,0.37817772585175996,0.37817772585175996
low_discrepancy_linear,6,23,2,0.08983139638328787,0.08983139638328787
low_discrepancy_linear,6,25,1,0.49003646227314795,0.49003646227314795
low_discrepancy_linear,6,28,2,0.7022128054341952,0.7022128054341952
low_discrepancy_linear,6,30,1,0.44784469062028,0.44784469062028
low_discrepancy_linear,6,33,2,0.019312381543089206,0.019312381543089206
low_discrepancy_linear,6,35,1,0.3124473992233088,0.3124473992233088
low_discrepancy_linear,6,38,2,0.3507536837095634,0.3507536837095634
low_discrepancy_linear,6,40,1,0.37850016090398303,0.37850016090398303
low_discrepancy_linear,6,43,2,0.7053518821632915,0.7053518821632915
low_discrepancy_linear,6,45,1,0.14751831805592344,0.14751831805592344
low_discrepancy_linear,6,48,2,0.18629978210200712,0.18629978210200712
low_discrepancy_linear,6,50,1,0.14714702779822536,0.14714702779822536
low_discrepancy_linear,6,53,2,0.029327731039010096,0.029327731039010096
low_discrepancy_linear,6,55,1,0.19815377336353815,0.19815377336353815
low_discrepancy_linear,6,58,2,0.47526424128129846,0.47526424128129846
low_discrepancy_linear,6,60,1,0.21715188173872885,0.21715188173872885
low_discrepancy_linear,6,63,2,0.27400390147937015,0.27400390147937015
low_discrepancy_linear,6,65,1,0.1559276176452929,0.1559276176452929
low_discrepancy_linear,6,68,2,0.4655424506611245,0.4655424506611245
low_discrepancy_linear,6,70,1,0.014235294040511645,0.014235294040511645
low_discrepancy_linear,6,73,2,0.6938091409682393,0.6938091409682393
low_discrepancy_linear,6,75,1,0.6743164911696435,0.6743164911696435
low_discrepancy_linear,6,78,2,0.26191805062783163,0.26191805062783163
low_discrepancy_linear,6,80,1,0.2373911076273674,0.2373911076273674
low_discrepancy_linear,6,83,2,0.44062396987949043,0.44062396987949043
low_discrepancy_linear,6,85,1,0.4238102379139173,0.4238102379139173
low_discrepancy_linear,6,88,2,0.6127028121022511,0.6127028121022511
low_discrepancy_linear,7,3,2,0.12293409207834129,0.12293409207834129
low_discrepancy_linear,7,5,1,0.3732514011795915,0.3732514011795915
low_discrepancy_linear,7,8,2,0.3701604323094293,0.3701604323094293
low_discrepancy_linear,7,10,1,0.0486094631300505,0.0486094631300505
low_discrepancy_linear,7,13,2,0.05182593042282885,0.05182593042282885
low_discrepancy_linear,7,15,1,0.09840085294349836,0.09840085294349836
low_discrepancy_linear,7,18,2,0.22767657821455642,0.22767657821455642
low_discrepancy_linear,7,20,1,0.1101595421780476,0.1101595421780476
low_discrepancy_linear,7,23,2,0.4752713561440634,0.4752713561440634
low_discrepancy_linear,7,25,1,0.3511639367151324,0.3511639367151324
low_discrepancy_linear,7,28,2,1.0448724714710707,1.0448724714710707
low_discrepancy_linear,7,30,1,0.17768103600740004,0.17768103600740004
low_discrepancy_linear,7,33,2,0.027906588260370825,0.027906588260370825
low_discrepancy_linear,7,35,1,0.5013259426294826,0.5013259426294826
low_discrepancy_linear,7,38,2,0.7455365027937436,0.7455365027937436
low_discrepancy_linear,7,40,1,0.7443002592036295,0.7443002592036295
low_discrepancy_linear,7,43,2,0.8740158435174228,0.8740158435174228
low_discrepancy_linear,7,45,1,0.18617083308706617,0.18617083308706617
low_discrepancy_linear,7,48,2,0.0998153910879426,0.0998153910879426
low_discrepancy_linear,7,50,1,0.2131303943462811,0.2131303943462811
low_discrepancy_linear,7,53,2,0.09757932315572292,0.09757932315572292
low_discrepancy_linear,7,55,1,0.12187167558707714,0.12187167558707714
low_discrepancy_linear,7,58,2,0.30950154665200885,0.30950154665200885
low_discrepancy_linear,7,60,1,0.3837661872824776,0.3837661872824776
low_discrepancy_linear,7,63,2,0.2590952268561247,0.2590952268561247
low_discrepancy_linear,7,65,1,0.3835283957342544,0.3835283957342544
low_discrepancy_linear,7,68,2,0.9162359252887339,0.9162359252887339
low_discrepancy_linear,7,70,1,0.1998844221505743,0.1998844221505743
low_discrepancy_linear,7,73,2,0.132881127934159,0.132881127934159
low_discrepancy_linear,7,75,1,0.538762265137501,0.538762265137501
low_discrepancy_linear,7,78,2,0.45795117972159294,0.45795117972159294
low_discrepancy_linear,7,80,1,0.8029327779824259,0.8029327779824259
low_discrepancy_linear,7,83,2,0.8991762780644648,0.8991762780644648
low_discrepancy_linear,7,85,1,0.6079834142593656,0.6079834142593656
low_discrepancy_linear,7,88,2,0.5557051590744067,0.5557051590744067
low_discrepancy_linear,7,90,1,1.120197077805983,1.120197077805983
low_discrepancy_linear,7,93,2,0.13300647334488003,0.13300647334488003
low_discrepancy_linear,7,95,1,0.13333578552008898,0.13333578552008898
low_discrepancy_linear,7,98,2,0.30742062848957835,0.30742062848957835
low_discrepancy_linear,7,100,1,0.7278858981943825,0.7278858981943825
low_discrepancy_linear,7,103,2,1.7254447398819124,1.7254447398819124
low_discrepancy_linear,7,105,1,1.7666482256015952,1.7666482256015952
low_discrepancy_linear,7,108,2,1.8044919363982874,1.8044919363982874
low_discrepancy_linear,7,110,1,0.0397401204193238,0.0397401204193238
low_discrepancy_linear,7,113,2,0.33926758750760716,0.33926758750760716
