condition,episode_index,step,previous_hold_depth,target_correction_l2,target_vs_stale_target_l2
low_discrepancy_critical,3,138,2,0.5864115511377582,0.12633591520161486
low_discrepancy_critical,3,140,1,0.1220855810009725,0.1220855810009725
low_discrepancy_critical,3,143,2,0.5180532811217088,0.08652697591207553
low_discrepancy_critical,3,145,1,0.04236839149195299,0.04236839149195299
low_discrepancy_critical,3,148,2,0.603197166710439,0.3483332265302485
low_discrepancy_critical,3,150,1,0.04512604895760028,0.04512604895760028
low_discrepancy_critical,3,153,2,0.6118459983253349,0.4640876004121969
low_discrepancy_critical,3,155,1,0.5791729318707118,0.5791729318707118
low_discrepancy_critical,3,158,2,0.5176585544340098,0.24116372131594924
low_discrepancy_critical,3,160,1,0.3400962349581081,0.3400962349581081
low_discrepancy_critical,3,163,2,0.5435886812984467,0.27509761990493925
low_discrepancy_critical,3,165,1,0.09076196639975263,0.09076196639975263
low_discrepancy_critical,3,168,2,0.7188550099746875,0.3523602976806433
low_discrepancy_critical,3,170,1,0.16036563288681605,0.16036563288681605
low_discrepancy_critical,3,173,2,0.5234422939706557,0.1315315288457806
low_discrepancy_critical,3,175,1,0.71356877114332,0.71356877114332
low_discrepancy_critical,3,178,2,0.1537313133581936,0.35697985063640614
low_discrepancy_critical,3,180,1,0.12730823947616893,0.12730823947616893
low_discrepancy_critical,3,183,2,0.21301383836100124,0.18243261139679734
low_discrepancy_critical,3,185,1,0.2251132334494939,0.2251132334494939
low_discrepancy_critical,3,188,2,0.1786273769965602,0.16757845969009308
low_discrepancy_critical,3,190,1,0.35195112192342853,0.35195112192342853
low_discrepancy_critical,3,193,2,0.6646459788817496,0.40422606742042005
low_discrepancy_critical,3,195,1,0.17326223971642324,0.17326223971642324
low_discrepancy_critical,3,198,2,0.35812915374153387,0.3978320064419171
low_discrepancy_critical,3,200,1,0.5436244204404823,0.5436244204404823
low_discrepancy_critical,3,203,2,0.5423441385780369,0.1796214820167963
low_discrepancy_critical,3,205,1,0.1997134465105536,0.1997134465105536
low_discrepancy_critical,3,208,2,0.8098951239345156,1.0087189426503507
low_discrepancy_critical,3,210,1,0.17634273898049102,0.17634273898049102
low_discrepancy_critical,3,213,2,0.7051580849438949,0.4948580822455385
low_discrepancy_critical,4,3,2,0.6648119894970854,0.4019139616264427
low_discrepancy_critical,4,5,1,0.11665535854132737,0.11665535854132737
low_discrepancy_critical,4,8,2,0.482025600664537,0.09783428533436754
low_discrepancy_critical,4,10,1,0.12704502973995108,0.12704502973995108
low_discrepancy_critical,4,13,2,0.6637627893630723,0.431019721050347
low_discrepancy_critical,4,15,1,0.1550401108083828,0.1550401108083828
low_discrepancy_critical,4,18,2,0.7604456441116964,0.8131629115827931
low_discrepancy_critical,4,20,1,0.12961084689607988,0.12961084689607988
low_discrepancy_critical,4,23,2,0.5233548614018451,0.4152588929183973
low_discrepancy_critical,4,25,1,0.44922012043330994,0.44922012043330994
low_discrepancy_critical,4,28,2,0.5506535970992624,0.2886312895094203
low_discrepancy_critical,4,30,1,0.11763793965298547,0.11763793965298547
low_discrepancy_critical,4,33,2,0.40426391918394755,0.26933282893567484
low_discrepancy_critical,4,35,1,0.46575567635406945,0.46575567635406945
low_discrepancy_critical,4,38,2,0.15817081628259622,0.4080928152360481
low_discrepancy_critical,4,40,1,0.2272948928910042,0.2272948928910042
low_discrepancy_critical,4,43,2,0.11691183281707435,0.11653319729751326
low_discrepancy_critical,4,45,1,0.3640686892151313,0.3640686892151313
low_discrepancy_critical,4,48,2,0.12145179924683978,0.11752209019828948
low_discrepancy_critical,4,50,1,0.22208664287473023,0.22208664287473023
low_discrepancy_critical,4,53,2,0.31578584444035523,0.19523255598950223
low_discrepancy_critical,4,55,1,0.0,0.0
low_discrepancy_critical,4,58,2,0.6354909117192215,0.4317446286776235
low_discrepancy_critical,4,60,1,0.11249272281945547,0.11249272281945547
low_discrepancy_critical,4,63,2,0.579538378269321,0.39951285882209864
low_discrepancy_critical,4,65,1,0.0,0.0
low_discrepancy_critical,4,68,2,0.6350137997680949,0.40791099343380166
low_discrepancy_critical,4,70,1,0.15001198608512528,0.15001198608512528
low_discrepancy_critical,4,73,2,0.36301258447577045,0.49394332236449534
low_discrepancy_critical,4,75,1,0.4344175599257775,0.4344175599257775
low_discrepancy_critical,4,78,2,0.7908327416278399,0.845700048548209
low_discrepancy_critical,4,80,1,0.06861364371487355,0.06861364371487355
low_discrepancy_critical,4,83,2,0.8231347964155017,0.6707211528437944
low_discrepancy_critical,4,85,1,0.037605040798000255,0.037605040798000255
low_discrepancy_critical,4,88,2,0.601245387938256,0.24951080024565622
low_discrepancy_critical,4,90,1,0.31609878112103496,0.31609878112103496
low_discrepancy_critical,5,3,2,0.1517792022106965,0.1615920907089537
low_discrepancy_critical,5,5,1,0.9562143825555978,0.9562143825555978
low_discrepancy_critical,5,8,2,0.5199601752677857,0.10674933228043966
low_discrepancy_critical,5,10,1,0.10920447229456946,0.10920447229456946
low_discrepancy_critical,5,13,2,0.5261542502783447,0.062155505222717074
low_discrepancy_critical,5,15,1,0.03406210618230171,0.03406210618230171
low_discrepancy_critical,5,18,2,0.5591218084048364,0.3190953254164331
low_discrepancy_critical,5,20,1,0.16113983025266113,0.16113983025266113
low_discrepancy_critical,5,23,2,0.6391618730632729,0.593249839823352
low_discrepancy_critical,5,25,1,0.3582768214802903,0.3582768214802903
low_discrepancy_critical,5,28,2,0.6498965124397709,0.7908990824784476
low_discrepancy_critical,5,30,1,0.29861602032528284,0.29861602032528284
low_discrepancy_critical,5,33,2,0.6182967338803927,0.22219502661623938
low_discrepancy_critical,5,35,1,0.01899357961221829,0.01899357961221829
low_discrepancy_critical,5,38,2,0.6680835707775058,0.21825224264733134
low_discrepancy_critical,5,40,1,0.25152295764540045,0.25152295764540045
low_discrepancy_critical,5,43,2,0.5927457741818372,0.08008503925554905
low_discrepancy_critical,5,45,1,0.360898274038325,0.360898274038325
low_discrepancy_critical,5,48,2,0.19329189854372766,0.3582560862912381
low_discrepancy_critical,5,50,1,0.24660497004147422,0.24660497004147422
low_discrepancy_critical,5,53,2,0.24390973797282034,0.4687373530399713
low_discrepancy_critical,5,55,1,0.036093556594237214,0.036093556594237214
low_discrepancy_critical,5,58,2,0.4767755438072689,0.4845768131724037
low_discrepancy_critical,5,60,1,0.2833854450672593,0.2833854450672593
low_discrepancy_critical,5,63,2,0.48971784678120917,0.17525404032736944
low_discrepancy_critical,5,65,1,0.25016201132305066,0.25016201132305066
low_discrepancy_critical,5,68,2,0.5711850467235823,0.2716510854972796
low_discrepancy_critical,5,70,1,0.1351442770101492,0.1351442770101492
low_discrepancy_critical,5,73,2,0.5069215669198719,0.48489289094519766
low_discrepancy_critical,5,75,1,0.26524864588939157,0.26524864588939157
low_discrepancy_critical,5,78,2,0.6606537942806756,0.4436409372715644
low_discrepancy_critical,5,80,1,0.18733784791967734,0.18733784791967734
low_discrepancy_critical,5,83,2,0.7804072441581162,0.9093908391789941
low_discrepancy_critical,5,85,1,0.5377274540293535,0.5377274540293535
low_discrepancy_critical,5,88,2,0.5558624887536842,0.11364160776088054
low_discrepancy_critical,5,90,1,0.10262569271940855,0.10262569271940855
low_discrepancy_critical,6,3,2,0.7575445866024433,0.4746395013253612
low_discrepancy_critical,6,5,1,0.06696780376886145,0.06696780376886145
low_discrepancy_critical,6,8,2,0.5824131032196928,0.09250616861181647
low_discrepancy_critical,6,10,1,0.15692546219340964,0.15692546219340964
low_discrepancy_critical,6,13,2,0.5313967390680094,0.1689542771156814
low_discrepancy_critical,6,15,1,0.14102756017924137,0.14102756017924137
low_discrepancy_critical,6,18,2,0.6528831067038829,0.42398075017051706
low_discrepancy_critical,6,20,1,0.47392009074723884,0.47392009074723884
low_discrepancy_critical,6,23,2,0.5135594312129659,0.3519377531894275
low_discrepancy_critical,6,25,1,0.1523600026404806,0.1523600026404806
low_discrepancy_critical,6,28,2,0.5131736343143204,0.4226523807526104
low_discrepancy_critical,6,30,1,0.5249000446147979,0.5249000446147979
low_discrepancy_critical,6,33,2,0.47783213004193315,0.19012614976447262
low_discrepancy_critical,6,35,1,0.07061134252868109,0.07061134252868109
low_discrepancy_critical,6,38,2,0.7215214621740469,0.3482636241674916
low_discrepancy_critical,6,40,1,0.1561465767231894,0.1561465767231894
low_discrepancy_critical,6,43,2,0.3733745660365578,0.20685956106710757
low_discrepancy_critical,6,45,1,0.563619294829467,0.563619294829467
low_discrepancy_critical,6,48,2,0.29206196320482586,0.48187621688068244
low_discrepancy_critical,6,50,1,0.11563361295676575,0.11563361295676575
low_discrepancy_critical,6,53,2,0.29402041961465863,0.28423942062326857
low_discrepancy_critical,6,55,1,0.4188776392355436,0.4188776392355436
low_discrepancy_critical,6,58,2,0.5968833101130594,0.27994469841546116
low_discrepancy_critical,6,60,1,0.2511817510035893,0.2511817510035893
low_discrepancy_critical,6,63,2,0.5107584105492303,0.3998876732913939
low_discrepancy_critical,6,65,1,0.5501368613386711,0.5501368613386711
low_discrepancy_critical,6,68,2,0.633838388396995,0.5101157669341991
low_discrepancy_critical,6,70,1,0.4640172301959622,0.4640172301959622
low_discrepancy_critical,6,73,2,0.6016963133367085,0.5871653431629704
low_discrepancy_critical,6,75,1,0.3652102464903752,0.3652102464903752
low_discrepancy_critical,7,3,2,0.273535204541466,0.2493058852498027
low_discrepancy_critical,7,5,1,0.3331166083238016,0.3331166083238016
low_discrepancy_critical,7,8,2,0.5452471487718178,0.3109762270258923
low_discrepancy_critical,7,10,1,0.18623079822554212,0.18623079822554212
low_discrepancy_critical,7,13,2,0.5443620309732905,0.11921491622225666
low_discrepancy_critical,7,15,1,0.07348951173765787,0.07348951173765787
low_discrepancy_critical,7,18,2,0.5561421908021936,0.20157431033145895
low_discrepancy_critical,7,20,1,0.16965053937217112,0.16965053937217112
low_discrepancy_critical,7,23,2,0.5278043612391342,0.10633474000829182
low_discrepancy_critical,7,25,1,0.411159571566151,0.411159571566151
low_discrepancy_critical,7,28,2,0.6777278973519119,0.5562776783874692
low_discrepancy_critical,7,30,1,0.6302881796426035,0.6302881796426035
low_discrepancy_critical,7,33,2,0.493128688204746,0.15788499172742307
low_discrepancy_critical,7,35,1,0.35684707993289916,0.35684707993289916
low_discrepancy_critical,7,38,2,0.5180947100611666,0.026451434139646852
low_discrepancy_critical,7,40,1,0.21728597358706406,0.21728597358706406
low_discrepancy_critical,7,43,2,0.7274086886081387,0.47604136099748845
low_discrepancy_critical,7,45,1,0.059117562663034896,0.059117562663034896
low_discrepancy_critical,7,48,2,0.48560227332161804,0.38705148186859134
low_discrepancy_critical,7,50,1,0.6493976973351347,0.6493976973351347
low_discrepancy_critical,7,53,2,0.05251760036487851,0.22976272324707564
low_discrepancy_critical,7,55,1,0.23415596648518383,0.23415596648518383
low_discrepancy_critical,7,58,2,0.141393612570954,0.160024297779203
low_discrepancy_critical,7,60,1,0.023250065773919044,0.023250065773919044
low_discrepancy_critical,7,63,2,0.29590403724260655,0.3291725023551795
low_discrepancy_critical,7,65,1,0.03297867978205859,0.03297867978205859
low_discrepancy_critical,7,68,2,0.6396972944973891,0.5569215763663025
low_discrepancy_critical,7,70,1,0.0,0.0
low_discrepancy_critical,7,73,2,0.5604915181585396,0.30641184599154825
low_discrepancy_critical,7,75,1,0.1656551825591873,0.1656551825591873
low_discrepancy_critical,7,78,2,0.4376683291725729,0.35096922364339406
low_discrepancy_critical,7,80,1,0.4712608114552942,0.4712608114552942
low_discrepancy_critical,7,83,2,0.39483377208236714,0.06376912771948753
low_discrepancy_critical,7,85,1,0.058949483641348985,0.058949483641348985
low_discrepancy_critical,7,88,2,0.6173635094401593,0.4956265790230255
low_discrepancy_critical,7,90,1,0.8311291983100538,0.8311291983100538
low_discrepancy_critical,7,93,2,0.7634253481814112,0.6463224397461262
low_discrepancy_critical,7,95,1,0.23415096503280025,0.23415096503280025
low_discrepancy_critical,7,98,2,0.5768293842376737,0.06938428233527096
low_discrepancy_critical,8,3,2,0.05361040933067219,0.0
low_discrepancy_critical,8,5,1,0.16216987423453358,0.16216987423453358
low_discrepancy_critical,8,8,2,0.5144284846984022,0.5908371999585854
low_discrepancy_critical,8,10,1,0.4344963194125062,0.4344963194125062
low_discrepancy_critical,8,13,2,0.8647588057175277,0.8274177607416193
low_discrepancy_critical,8,15,1,0.19987890298367164,0.19987890298367164
low_discrepancy_critical,8,18,2,0.5824131032196928,0.09250616861181647
low_discrepancy_critical,8,20,1,0.15692546219340964,0.15692546219340964
low_discrepancy_critical,8,23,2,0.5362690502114351,0.14323270923780004
low_discrepancy_critical,8,25,1,0.02847805134036361,0.02847805134036361
low_discrepancy_critical,8,28,2,0.7048110139032632,0.5630245577943199
low_discrepancy_critical,8,30,1,0.3887553165875304,0.3887553165875304
low_discrepancy_critical,8,33,2,0.48639143013672204,0.3159290286523517
low_discrepancy_critical,8,35,1,0.3148533782721329,0.3148533782721329
low_discrepancy_critical,8,38,2,0.5579111036530829,0.39117681444243746
low_discrepancy_critical,8,40,1,0.48582629280990974,0.48582629280990974
low_discrepancy_critical,8,43,2,0.6319513905188805,0.27961299371578585
low_discrepancy_critical,8,45,1,0.25168382489458413,0.25168382489458413
low_discrepancy_critical,8,48,2,0.4972930172013824,0.3016823003284221
low_discrepancy_critical,8,50,1,0.10038693290116708,0.10038693290116708
low_discrepancy_critical,8,53,2,0.34426979398979135,0.18644005301110855
low_discrepancy_critical,8,55,1,0.40376691014754235,0.40376691014754235
low_discrepancy_critical,8,58,2,0.24969631460935565,0.48143741805511503
low_discrepancy_critical,8,60,1,0.14784708049927417,0.14784708049927417
low_discrepancy_critical,8,63,2,0.23437873162202105,0.14961515241820664
low_discrepancy_critical,8,65,1,0.1400584466448591,0.1400584466448591
low_discrepancy_critical,8,68,2,0.538026940669358,0.332770162409261
low_discrepancy_critical,8,70,1,0.296415261942243,0.296415261942243
low_discrepancy_critical,8,73,2,0.5812858894441387,0.1331713861856753
low_discrepancy_critical,8,75,1,0.14788860922188526,0.14788860922188526
low_discrepancy_critical,8,78,2,0.3914592893127784,0.5389201942135734
low_discrepancy_critical,8,80,1,0.19203281005627884,0.19203281005627884
low_discrepancy_critical,8,83,2,0.48515924477081734,0.5183752693472128
low_discrepancy_critical,8,85,1,0.2068755931045725,0.2068755931045725
low_discrepancy_critical,8,88,2,0.2905481861120234,0.20728208140428014
low_discrepancy_critical,8,90,1,0.8199874216344673,0.8199874216344673
low_discrepancy_critical,8,93,2,0.604660883203941,0.46661013517581706
low_discrepancy_critical,8,95,1,0.37314332417626567,0.37314332417626567
low_discrepancy_critical,8,98,2,0.6084244177961391,0.23652380184520844
low_discrepancy_critical,8,100,1,0.0,0.0
low_discrepancy_critical,8,103,2,0.6455562006163993,0.16809932568171596
low_discrepancy_critical,9,3,2,0.10733806376709253,0.12906282062914068
low_discrepancy_critical,9,5,1,0.10805216298763723,0.10805216298763723
low_discrepancy_critical,9,8,2,0.1553724055270302,0.09965758057635689
low_discrepancy_critical,9,10,1,0.34771600705504596,0.34771600705504596
low_discrepancy_critical,9,13,2,0.7784446812321221,0.5409010897456161
low_discrepancy_critical,9,15,1,0.025423572534709383,0.025423572534709383
low_discrepancy_critical,9,18,2,0.5429701053596165,0.06530659131109758
low_discrepancy_critical,9,20,1,0.03527463260065623,0.03527463260065623
low_discrepancy_critical,9,23,2,0.5180469266871279,0.057308633359252785
low_discrepancy_critical,9,25,1,0.16556598820955445,0.16556598820955445
low_discrepancy_critical,9,28,2,0.8086709054978144,0.799572754345826
low_discrepancy_critical,9,30,1,0.1920663876432062,0.1920663876432062
low_discrepancy_critical,9,33,2,0.5443372452728262,0.27111454258049356
low_discrepancy_critical,9,35,1,0.3137231901099261,0.3137231901099261
low_discrepancy_critical,9,38,2,0.662094174876579,0.7068163896146219
low_discrepancy_critical,9,40,1,0.3158912501978492,0.3158912501978492
low_discrepancy_critical,9,43,2,0.6202313198571404,0.28822849091789
low_discrepancy_critical,9,45,1,0.1801139137554675,0.1801139137554675
low_discrepancy_critical,9,48,2,0.5638573017835049,0.09344613103987306
low_discrepancy_critical,9,50,1,0.38394815337060323,0.38394815337060323
low_discrepancy_critical,9,53,2,0.6541674482510305,0.4534930556741635
low_discrepancy_critical,9,55,1,0.9710049700103266,0.9710049700103266
low_discrepancy_critical,9,58,2,0.04180903412928953,0.051759297796124
low_discrepancy_critical,9,60,1,0.5978002484722922,0.5978002484722922
low_discrepancy_critical,9,63,2,0.35791295006622276,0.35405238426541497
low_discrepancy_critical,9,65,1,0.50472720473323,0.50472720473323
low_discrepancy_critical,9,68,2,0.37839311469691667,0.33933746755393923
low_discrepancy_critical,9,70,1,0.18429341885284922,0.18429341885284922
low_discrepancy_critical,9,73,2,0.4172253629228374,0.23601944915673756
low_discrepancy_critical,9,75,1,0.25473571289337477,0.25473571289337477
low_discrepancy_critical,9,78,2,0.9297811357901511,0.7786323371493706
low_discrepancy_critical,9,80,1,0.15610132269303156,0.15610132269303156
low_discrepancy_critical,9,83,2,0.5431304703326009,0.5684182462499029
low_discrepancy_critical,9,85,1,0.29436210660205475,0.29436210660205475
low_discrepancy_critical,9,88,2,0.8211716042355435,0.9359701726576416
low_discrepancy_critical,9,90,1,0.33033179701889887,0.33033179701889887
low_discrepancy_critical,9,93,2,0.543789764428329,0.280126351563909
low_discrepancy_critical,9,95,1,0.8367190280045839,0.8367190280045839
low_discrepancy_critical,9,98,2,0.5653065466040669,1.0645907084772692
low_discrepancy_critical,9,100,1,0.08897436596614859,0.08897436596614859
low_discrepancy_critical,10,3,2,0.029606550984376062,0.0
low_discrepancy_critical,10,5,1,0.2654328403026928,0.2654328403026928
low_discrepancy_critical,10,8,2,0.574943350989258,0.47476216385790826
low_discrepancy_critical,10,10,1,0.19653183425196158,0.19653183425196158
low_discrepancy_critical,10,13,2,0.3718631736533492,0.1237177438613392
low_discrepancy_critical,10,15,1,0.4883702474776572,0.4883702474776572
low_discrepancy_critical,10,18,2,0.5476835316742165,0.1065704028655634
low_discrepancy_critical,10,20,1,0.14586691828252238,0.14586691828252238
low_discrepancy_critical,10,23,2,0.5654166166818198,0.11704758988370492
low_discrepancy_critical,10,25,1,0.2792061401414801,0.2792061401414801
low_discrepancy_critical,10,28,2,0.7374703342058427,0.6131756300906901
low_discrepancy_critical,10,30,1,0.08732808939008933,0.08732808939008933
low_discrepancy_critical,10,33,2,0.4728050350889509,0.3644829950649226
low_discrepancy_critical,10,35,1,0.05279915957357373,0.05279915957357373
low_discrepancy_critical,10,38,2,0.659712863017467,0.5953348131442944
low_discrepancy_critical,10,40,1,0.1244891743353954,0.1244891743353954
low_discrepancy_critical,10,43,2,0.6362171484529217,0.2725241921484851
low_discrepancy_critical,10,45,1,0.019099046474316442,0.019099046474316442
low_discrepancy_critical,10,48,2,0.34213796536146257,0.26752803608742554
low_discrepancy_critical,10,50,1,0.4100749588692071,0.4100749588692071
low_discrepancy_critical,10,53,2,0.09083214400862039,0.23385959103232082
low_discrepancy_critical,10,55,1,0.26328487740853695,0.26328487740853695
low_discrepancy_critical,10,58,2,0.37205911206413583,0.341148712319713
low_discrepancy_critical,10,60,1,0.14929292306059536,0.14929292306059536
low_discrepancy_critical,10,63,2,0.7321869232377548,0.4845057777791837
low_discrepancy_critical,10,65,1,0.47631936767046984,0.47631936767046984
low_discrepancy_critical,10,68,2,0.4317122090598362,0.16267519679077982
low_discrepancy_critical,10,70,1,0.34409949413798735,0.34409949413798735
low_discrepancy_critical,10,73,2,1.4063339212397141,1.8828818497729023
low_discrepancy_critical,10,75,1,0.0,0.0
low_discrepancy_critical,10,78,2,0.8477545376832714,0.4808453439047254
low_discrepancy_critical,10,80,1,0.0,0.0
low_discrepancy_critical,10,83,2,0.5811210152001072,0.27477089565255114
low_discrepancy_critical,10,85,1,0.014235294040511659,0.014235294040511659
low_discrepancy_critical,10,88,2,0.30930475265815255,0.45945168500274886
low_discrepancy_critical,10,90,1,0.4847798174137834,0.4847798174137834
low_discrepancy_critical,10,93,2,0.22934329947412715,0.5824431084153179
low_discrepancy_critical,10,95,1,0.17061859190686263,0.17061859190686263
low_discrepancy_critical,10,98,2,0.1603330318884732,0.24378657812948495
low_discrepancy_critical,10,100,1,0.7718791181038855,0.7718791181038855
low_discrepancy_critical,10,103,2,0.5112231599167157,0.2499775511194809
low_discrepancy_critical,10,105,1,0.1015474770115308,0.1015474770115308
low_discrepancy_critical,10,108,2,0.3726328125905008,0.2868542781291979
low_discrepancy_critical,10,110,1,0.20006749240470909,0.20006749240470909
low_discrepancy_critical,10,113,2,0.4145954162424478,0.07110950696994424
low_discrepancy_critical,10,115,1,0.14244452606625205,0.14244452606625205
low_discrepancy_critical,10,118,2,1.0444367921585624,1.2617430136837133
low_discrepancy_critical,10,120,1,0.30806397241167355,0.30806397241167355
low_discrepancy_critical,10,123,2,0.6027132294199982,0.31850304287678816
low_discrepancy_critical,10,125,1,0.10808918553908033,0.10808918553908033
low_discrepancy_critical,10,128,2,0.49733616390857766,0.9810171950750387
low_discrepancy_critical,10,130,1,0.0,0.0
low_discrepancy_critical,10,133,2,0.05110513079382746,0.10312772506245757
low_discrepancy_critical,10,135,1,0.23655751114352452,0.23655751114352452
low_discrepancy_critical,10,138,2,0.4042658008812269,0.4457697119584838
low_discrepancy_critical,10,140,1,0.37776578234107006,0.37776578234107006
low_discrepancy_critical,10,143,2,0.9598879349427514,0.9601161035048374
low_discrepancy_critical,10,145,1,0.9620721426218937,0.9620721426218937
low_discrepancy_critical,10,148,2,0.4163067466896807,0.4141170299411781
low_discrepancy_critical,10,150,1,0.49173502938836705,0.49173502938836705
low_discrepancy_critical,10,153,2,1.055811473463494,1.0586751275823945
low_discrepancy_critical,10,155,1,1.0445993953337023,1.0445993953337023
low_discrepancy_critical,10,158,2,0.010531827384232504,0.03900413418166276
low_discrepancy_critical,10,160,1,0.10344279403027122,0.10344279403027122
low_discrepancy_critical,10,163,2,0.06598729622866745,0.1130950385238274
low_discrepancy_critical,10,165,1,0.11924468832472775,0.11924468832472775
low_discrepancy_critical,10,168,2,0.5743134324903331,0.5736118943628131
low_discrepancy_critical,10,170,1,0.1475765985851254,0.1475765985851254
low_discrepancy_critical,10,173,2,0.3229163908649129,0.6693128713083442
low_discrepancy_critical,10,175,1,0.7100035920727924,0.7100035920727924
low_discrepancy_critical,10,178,2,0.36420113466981974,0.7108382469298407
low_discrepancy_critical,10,180,1,0.5686795827829924,0.5686795827829924
low_discrepancy_critical,10,183,2,0.29573958160507646,0.5727511437510744
low_discrepancy_critical,10,185,1,0.0,0.0
low_discrepancy_critical,10,188,2,0.8872442798687352,0.8860149031114223
low_discrepancy_critical,10,190,1,0.2280008593064796,0.2280008593064796
low_discrepancy_critical,10,193,2,1.1085722086782022,1.5979412393510504
low_discrepancy_critical,10,195,1,0.2032106631705271,0.2032106631705271
low_discrepancy_critical,10,198,2,0.4071132789992545,0.8105333049348287
low_discrepancy_critical,10,200,1,0.9737806662549463,0.9737806662549463
low_discrepancy_critical,10,203,2,0.700679716566314,1.1871006213312858
low_discrepancy_critical,10,205,1,0.2420930451074673,0.2420930451074673
low_discrepancy_critical,10,208,2,0.15497057003503348,0.16604518860976333
low_discrepancy_critical,10,210,1,0.55530481106279,0.55530481106279
low_discrepancy_critical,10,213,2,0.08333233405563296,0.21954551236737999
low_discrepancy_critical,10,215,1,0.12771357066935263,0.12771357066935263
low_discrepancy_critical,10,218,2,0.3412757762028821,0.34615245272442163
low_discrepancy_critical,11,3,2,0.5690298695186934,0.23987394873499618
low_discrepancy_critical,11,5,1,0.11299418842768012,0.11299418842768012
low_discrepancy_critical,11,8,2,0.5623535256648454,0.20538109453042963
low_discrepancy_critical,11,10,1,0.2714515039207785,0.2714515039207785
low_discrepancy_critical,11,13,2,0.5622956586594586,0.09454706827955248
low_discrepancy_critical,11,15,1,0.0948988371726766,0.0948988371726766
low_discrepancy_critical,11,18,2,0.4865720228690413,0.11051321517645311
low_discrepancy_critical,11,20,1,0.3816704247082112,0.3816704247082112
low_discrepancy_critical,11,23,2,0.6043444186707964,0.6326266245288337
low_discrepancy_critical,11,25,1,0.2933192454450908,0.2933192454450908
low_discrepancy_critical,11,28,2,0.7785422714569339,0.6235654711460193
low_discrepancy_critical,11,30,1,0.30282320530670437,0.30282320530670437
low_discrepancy_critical,11,33,2,0.5980333076626596,0.022091620090647166
low_discrepancy_critical,11,35,1,0.044182062102351725,0.044182062102351725
low_discrepancy_critical,11,38,2,0.4807356646891718,0.3453923460416999
low_discrepancy_critical,11,40,1,0.9429612720030384,0.9429612720030384
low_discrepancy_critical,11,43,2,0.17941070459056827,0.08593748183340356
low_discrepancy_critical,11,45,1,0.29949523298310066,0.29949523298310066
low_discrepancy_critical,11,48,2,0.23857578716666666,0.4551471590429461
low_discrepancy_critical,11,50,1,0.0,0.0
low_discrepancy_critical,11,53,2,0.14132996699670716,0.19201307541458942
low_discrepancy_critical,11,55,1,0.18461330340863505,0.18461330340863505
low_discrepancy_critical,11,58,2,0.13405062161718628,0.04084818061983467
low_discrepancy_critical,11,60,1,0.3434200324430557,0.3434200324430557
low_discrepancy_critical,11,63,2,0.6348902242456403,0.39737104017346886
low_discrepancy_critical,11,65,1,0.08411134072535907,0.08411134072535907
low_discrepancy_critical,11,68,2,0.648472564559564,0.47866589812211413
low_discrepancy_critical,11,70,1,0.281258615072568,0.281258615072568
low_discrepancy_critical,11,73,2,0.38576073785210846,0.13369293016493028
low_discrepancy_critical,11,75,1,0.30342351666628636,0.30342351666628636
low_discrepancy_critical,11,78,2,0.5599358461335292,0.21362281728369686
low_discrepancy_critical,11,80,1,0.44147223075447806,0.44147223075447806
low_discrepancy_critical,11,83,2,0.48608633228233,0.4771884089434531
low_discrepancy_critical,11,85,1,0.6392510383622494,0.6392510383622494
low_discrepancy_critical,11,88,2,0.4833550431091691,0.11417830996267309
low_discrepancy_critical,11,90,1,0.6314819007610001,0.6314819007610001
low_discrepancy_critical,12,3,2,0.16170253124385295,0.17169910919300513
low_discrepancy_critical,12,5,1,0.09147096089074407,0.09147096089074407
low_discrepancy_critical,12,8,2,0.0753935014733441,0.14116692921559218
low_discrepancy_critical,12,10,1,0.2523933432307542,0.2523933432307542
low_discrepancy_critical,12,13,2,0.33198165897587817,0.22373861391355804
low_discrepancy_critical,12,15,1,0.5472113138300156,0.5472113138300156
low_discrepancy_critical,12,18,2,0.5921930421963538,0.1263334642644793
low_discrepancy_critical,12,20,1,0.05667297727445674,0.05667297727445674
low_discrepancy_critical,12,23,2,0.5573886949260278,0.20156020437594216
low_discrepancy_critical,12,25,1,0.22588393063125461,0.22588393063125461
low_discrepancy_critical,12,28,2,0.5256549484440413,0.33794069936152815
low_discrepancy_critical,12,30,1,0.2664400336874174,0.2664400336874174
low_discrepancy_critical,12,33,2,0.637622828758534,0.27105344092305045
low_discrepancy_critical,12,35,1,0.0710276503765218,0.0710276503765218
low_discrepancy_critical,12,38,2,0.504696021392073,0.2527179167629075
low_discrepancy_critical,12,40,1,0.4515994602525366,0.4515994602525366
low_discrepancy_critical,12,43,2,0.580116330640497,0.3242929099885466
low_discrepancy_critical,12,45,1,0.3196326745138672,0.3196326745138672
low_discrepancy_critical,12,48,2,0.6309968245076432,0.1830658576135731
low_discrepancy_critical,12,50,1,0.04270679038670545,0.04270679038670545
low_discrepancy_critical,12,53,2,0.6021150488381104,0.07132623077108136
low_discrepancy_critical,12,55,1,0.0,0.0
low_discrepancy_critical,12,58,2,0.29147227575578694,0.827541377849993
low_discrepancy_critical,12,60,1,0.100751086595483,0.100751086595483
low_discrepancy_critical,12,63,2,0.19554150660708422,0.33420440161275333
low_discrepancy_critical,12,65,1,0.2086153647571034,0.2086153647571034
low_discrepancy_critical,12,68,2,0.24604834908390477,0.22101217831024383
