record,position,top1_match,max_abs_logit_difference,mean_abs_logit_difference,serial_divergent_accepted_tokens_in_action,strict_accepted_prefix_length,causal_comparable_positions
142,3,1,0.703125,0.17074084281921387,0,3,4
143,0,1,0.125,0.007904052734375,0,1,2
143,1,1,0.5,0.14957427978515625,0,1,2
144,0,1,0.125,0.006500244140625,0,0,1
145,0,1,0.125,0.004496335983276367,0,0,1
146,0,1,0.125,0.005326271057128906,0,7,7
146,1,1,0.625,0.1573619842529297,0,7,7
146,2,1,0.53125,0.15164917707443237,0,7,7
146,3,1,0.625,0.16551214456558228,0,7,7
146,4,1,0.625,0.1821613311767578,0,7,7
146,5,1,0.59375,0.1365041732788086,0,7,7
146,6,1,0.28125,0.08446981012821198,0,7,7
147,0,1,0.125,0.005717277526855469,0,7,7
147,1,1,0.75,0.2042093276977539,0,7,7
147,2,1,0.7421875,0.15546438097953796,0,7,7
147,3,1,0.625,0.15166664123535156,0,7,7
147,4,1,0.6875,0.17849159240722656,0,7,7
147,5,1,0.875,0.149688720703125,0,7,7
147,6,1,0.328125,0.09051513671875,0,7,7
148,0,1,0.125,0.005631923675537109,0,7,7
148,1,1,0.875,0.17843341827392578,0,7,7
148,2,1,0.78125,0.18988656997680664,0,7,7
148,3,1,0.625,0.16542720794677734,0,7,7
148,4,1,0.65625,0.16930389404296875,0,7,7
148,5,1,0.65625,0.19048690795898438,0,7,7
148,6,1,0.28125,0.08434292674064636,0,7,7
149,0,1,0.0625,0.002166748046875,0,7,7
149,1,1,0.625,0.1492767333984375,0,7,7
149,2,1,0.75,0.15795540809631348,0,7,7
149,3,1,0.5625,0.1484088897705078,0,7,7
149,4,1,0.75,0.1941852569580078,0,7,7
149,5,1,0.5,0.1459217071533203,0,7,7
149,6,1,0.3125,0.08946704864501953,0,7,7
150,0,1,0.125,0.005720615386962891,0,1,2
150,1,1,0.75,0.19576263427734375,0,1,2
151,0,1,0.125,0.005743980407714844,0,3,4
151,1,1,0.6875,0.17679786682128906,0,3,4
151,2,1,0.625,0.17528867721557617,0,3,4
151,3,1,0.7265625,0.18409252166748047,0,3,4
152,0,1,0.125,0.0064544677734375,2,3,2
152,1,0,1.0,0.1791071891784668,2,3,2
153,0,1,0.125,0.005410194396972656,0,3,4
153,1,1,0.75,0.17551803588867188,0,3,4
153,2,1,0.6328125,0.15211820602416992,0,3,4
153,3,1,0.625,0.1765289306640625,0,3,4
